mach,cd
15.25,1.88904
15.26,1.889046
15.27,1.889052
15.28,1.889057
15.29,1.889063
15.3,1.889068
15.31,1.889074
15.32,1.88908
15.33,1.889086
15.34,1.889091
15.35,1.889097
15.36,1.889103
15.37,1.889109
15.38,1.889114
15.39,1.88912
15.4,1.889126
15.41,1.889131
15.42,1.889137
15.43,1.889142
15.44,1.889148
15.45,1.889153
15.46,1.88916
15.47,1.889165
15.48,1.889171
15.49,1.889176
15.5,1.889182
15.51,1.889187
15.52,1.889192
15.53,1.889198
15.54,1.889204
15.55,1.88921
15.56,1.889215
15.57,1.88922
15.58,1.889225
15.59,1.889231
15.6,1.889237
15.61,1.889242
15.62,1.889247
15.63,1.889253
15.64,1.889258
15.65,1.889263
15.66,1.889268
15.67,1.889274
15.68,1.889279
15.69,1.889284
15.7,1.88929
15.71,1.889295
15.72,1.8893
15.73,1.889306
15.74,1.889311
15.75,1.889316
15.76,1.889322
15.77,1.889327
15.78,1.889333
15.79,1.889337
15.8,1.889343
15.81,1.889348
15.82,1.889353
15.83,1.889358
15.84,1.889363
15.85,1.889369
15.86,1.889373
15.87,1.889379
15.88,1.889384
15.89,1.889389
15.9,1.889394
15.91,1.889399
15.92,1.889404
15.93,1.889409
15.94,1.889415
15.95,1.889419
15.96,1.889425
15.97,1.889429
15.98,1.889435
15.99,1.88944
16,1.889445
16.01,1.88945
16.02,1.889454
16.03,1.88946
16.04,1.889465
16.05,1.889469
16.06,1.889474
16.07,1.88948
16.08,1.889484
16.09,1.889489
16.1,1.889494
16.11,1.889499
16.12,1.889504
16.13,1.889509
16.14,1.889514
16.15,1.889519
16.16,1.889523
16.17,1.889528
16.18,1.889533
16.19,1.889538
16.2,1.889542
16.21,1.889547
16.22,1.889552
16.23,1.889557
16.24,1.889562
16.25,1.889567
16.26,1.88957
16.27,1.889575
16.28,1.88958
16.29,1.889585
16.3,1.88959
16.31,1.889595
16.32,1.8896
16.33,1.889604
16.34,1.889609
16.35,1.889613
16.36,1.889617
16.37,1.889622
16.38,1.889627
16.39,1.889631
16.4,1.889636
16.41,1.889641
16.42,1.889645
16.43,1.88965
16.44,1.889654
16.45,1.889659
16.46,1.889664
16.47,1.889668
16.48,1.889673
16.49,1.889677
16.5,1.889681
16.51,1.889687
16.52,1.889691
16.53,1.889696
16.54,1.8897
16.55,1.889705
16.56,1.889709
16.57,1.889713
16.58,1.889717
16.59,1.889722
16.6,1.889726
16.61,1.889731
16.62,1.889736
16.63,1.88974
16.64,1.889744
16.65,1.889748
16.66,1.889753
16.67,1.889758
16.68,1.889762
16.69,1.889766
16.7,1.88977
16.71,1.889775
16.72,1.889779
16.73,1.889783
16.74,1.889788
16.75,1.889792
16.76,1.889797
16.77,1.889801
16.78,1.889805
16.79,1.88981
16.8,1.889814
16.81,1.889818
16.82,1.889822
16.83,1.889826
16.84,1.88983
16.85,1.889834
16.86,1.889839
16.87,1.889843
16.88,1.889848
16.89,1.889851
16.9,1.889855
16.91,1.88986
16.92,1.889864
16.93,1.889867
16.94,1.889872
16.95,1.889876
16.96,1.889881
16.97,1.889884
16.98,1.889889
16.99,1.889893
17,1.889897
17.01,1.889901
17.02,1.889905
17.03,1.889909
17.04,1.889913
17.05,1.889918
17.06,1.889921
17.07,1.889926
17.08,1.889929
17.09,1.889934
17.1,1.889937
17.11,1.889942
17.12,1.889945
17.13,1.88995
17.14,1.889953
17.15,1.889957
17.16,1.889962
17.17,1.889965
17.18,1.88997
17.19,1.889973
17.2,1.889978
17.21,1.889981
17.22,1.889985
17.23,1.889989
17.24,1.889993
17.25,1.889997
17.26,1.890001
17.27,1.890005
17.28,1.890009
17.29,1.890013
17.3,1.890016
17.31,1.89002
17.32,1.890025
17.33,1.890028
17.34,1.890032
17.35,1.890036
17.36,1.890039
17.37,1.890043
17.38,1.890047
17.39,1.89005
17.4,1.890054
17.41,1.890059
17.42,1.890063
17.43,1.890066
17.44,1.89007
17.45,1.890074
17.46,1.890077
17.47,1.890081
17.48,1.890085
17.49,1.890089
17.5,1.890092
17.51,1.890096
17.52,1.890099
17.53,1.890103
17.54,1.890107
17.55,1.890111
17.56,1.890115
17.57,1.890119
17.58,1.890121
17.59,1.890125
17.6,1.890129
17.61,1.890133
17.62,1.890136
17.63,1.89014
17.64,1.890144
17.65,1.890148
17.66,1.890151
17.67,1.890154
17.68,1.890158
17.69,1.890161
17.7,1.890165
17.71,1.890169
17.72,1.890172
17.73,1.890176
17.74,1.89018
17.75,1.890183
17.76,1.890187
17.77,1.89019
17.78,1.890194
17.79,1.890198
17.8,1.890201
17.81,1.890205
17.82,1.890208
17.83,1.890212
17.84,1.890215
17.85,1.890219
17.86,1.890222
17.87,1.890226
17.88,1.890229
17.89,1.890232
17.9,1.890236
17.91,1.890239
17.92,1.890243
17.93,1.890246
17.94,1.890249
17.95,1.890253
17.96,1.890256
17.97,1.890259
17.98,1.890264
17.99,1.890267
18,1.89027
18.01,1.890273
18.02,1.890277
18.03,1.89028
18.04,1.890283
18.05,1.890287
18.06,1.890291
18.07,1.890294
18.08,1.890297
18.09,1.8903
18.1,1.890303
18.11,1.890307
18.12,1.890311
18.13,1.890314
18.14,1.890317
18.15,1.89032
18.16,1.890323
18.17,1.890327
18.18,1.89033
18.19,1.890333
18.2,1.890337
18.21,1.89034
18.22,1.890344
18.23,1.890347
18.24,1.89035
18.25,1.890353
18.26,1.890357
18.27,1.89036
18.28,1.890362
18.29,1.890366
18.3,1.890369
18.31,1.890372
18.32,1.890375
18.33,1.890379
18.34,1.890382
18.35,1.890385
18.36,1.890389
18.37,1.890392
18.38,1.890394
18.39,1.890398
18.4,1.890401
18.41,1.890404
18.42,1.890408
18.43,1.890411
18.44,1.890413
18.45,1.890417
18.46,1.89042
18.47,1.890424
18.48,1.890426
18.49,1.890429
18.5,1.890433
18.51,1.890436
18.52,1.890438
18.53,1.890442
18.54,1.890444
18.55,1.890448
18.56,1.890451
18.57,1.890454
18.58,1.890457
18.59,1.89046
18.6,1.890463
18.61,1.890466
18.62,1.890469
18.63,1.890472
18.64,1.890476
18.65,1.890478
18.66,1.890482
18.67,1.890484
18.68,1.890488
18.69,1.89049
18.7,1.890494
18.71,1.890496
18.72,1.8905
18.73,1.890502
18.74,1.890506
18.75,1.890508
18.76,1.890512
18.77,1.890514
18.78,1.890518
18.79,1.89052
18.8,1.890523
18.81,1.890527
18.82,1.890529
18.83,1.890532
18.84,1.890535
18.85,1.890538
18.86,1.89054
18.87,1.890544
18.88,1.890547
18.89,1.890549
18.9,1.890553
18.91,1.890555
18.92,1.890558
18.93,1.890561
18.94,1.890564
18.95,1.890567
18.96,1.890569
18.97,1.890572
18.98,1.890576
18.99,1.890578
19,1.890581
19.01,1.890584
19.02,1.890586
19.03,1.89059
19.04,1.890593
19.05,1.890595
19.06,1.890598
19.07,1.890601
19.08,1.890603
19.09,1.890606
19.1,1.890609
19.11,1.890612
19.12,1.890615
19.13,1.890618
19.14,1.890621
19.15,1.890623
19.16,1.890626
19.17,1.890629
19.18,1.890632
19.19,1.890634
19.2,1.890637
19.21,1.89064
19.22,1.890643
19.23,1.890645
19.24,1.890648
19.25,1.890651
19.26,1.890654
19.27,1.890656
19.28,1.890659
19.29,1.890662
19.3,1.890665
19.31,1.890667
19.32,1.890669
19.33,1.890672
19.34,1.890675
19.35,1.890678
19.36,1.890681
19.37,1.890683
19.38,1.890685
19.39,1.890688
19.4,1.890691
19.41,1.890694
19.42,1.890697
19.43,1.890699
19.44,1.890702
19.45,1.890704
19.46,1.890707
19.47,1.89071
19.48,1.890712
19.49,1.890715
19.5,1.890717
19.51,1.89072
19.52,1.890722
19.53,1.890725
19.54,1.890728
19.55,1.89073
19.56,1.890733
19.57,1.890736
19.58,1.890738
19.59,1.890741
19.6,1.890744
19.61,1.890745
19.62,1.890748
19.63,1.890751
19.64,1.890753
19.65,1.890756
19.66,1.890758
19.67,1.890761
19.68,1.890764
19.69,1.890766
19.7,1.890769
19.71,1.890771
19.72,1.890774
19.73,1.890776
19.74,1.890779
19.75,1.890781
19.76,1.890784
19.77,1.890786
19.78,1.890789
19.79,1.890791
19.8,1.890794
19.81,1.890796
19.82,1.890799
19.83,1.890801
19.84,1.890804
19.85,1.890806
19.86,1.890808
19.87,1.890811
19.88,1.890813
19.89,1.890816
19.9,1.890818
19.91,1.890821
19.92,1.890823
19.93,1.890825
19.94,1.890829
19.95,1.890831
19.96,1.890833
19.97,1.890836
19.98,1.890838
19.99,1.89084
20,1.890843
20.01,1.890845
20.02,1.890847
20.03,1.89085
20.04,1.890852
20.05,1.890855
20.06,1.890857
20.07,1.89086
20.08,1.890862
20.09,1.890864
20.1,1.890866
20.11,1.890869
20.12,1.890871
20.13,1.890874
20.14,1.890876
20.15,1.890878
20.16,1.890881
20.17,1.890883
20.18,1.890885
20.19,1.890887
20.2,1.89089
20.21,1.890892
20.22,1.890895
20.23,1.890897
20.24,1.890899
20.25,1.890902
20.26,1.890904
20.27,1.890906
20.28,1.890908
20.29,1.89091
20.3,1.890913
20.31,1.890915
20.32,1.890918
20.33,1.89092
20.34,1.890922
20.35,1.890925
20.36,1.890927
20.37,1.890929
20.38,1.890931
20.39,1.890934
20.4,1.890936
20.41,1.890938
20.42,1.89094
20.43,1.890943
20.44,1.890945
20.45,1.890947
20.46,1.890949
20.47,1.890952
20.48,1.890954
20.49,1.890956
20.5,1.890958
20.51,1.89096
20.52,1.890962
20.53,1.890964
20.54,1.890967
20.55,1.890969
20.56,1.890971
20.57,1.890974
20.58,1.890976
20.59,1.890978
20.6,1.89098
20.61,1.890982
20.62,1.890984
20.63,1.890987
20.64,1.890989
20.65,1.89099
20.66,1.890994
20.67,1.890995
20.68,1.890997
20.69,1.891
20.7,1.891002
20.71,1.891003
20.72,1.891006
20.73,1.891008
20.74,1.89101
20.75,1.891012
20.76,1.891014
20.77,1.891017
20.78,1.891019
20.79,1.891021
20.8,1.891023
20.81,1.891025
20.82,1.891027
20.83,1.891029
20.84,1.891031
20.85,1.891034
20.86,1.891035
20.87,1.891038
20.88,1.89104
20.89,1.891041
20.9,1.891044
20.91,1.891046
20.92,1.891048
20.93,1.89105
20.94,1.891053
20.95,1.891054
20.96,1.891056
20.97,1.891058
20.98,1.89106
20.99,1.891063
21,1.891064
21.01,1.891067
21.02,1.891069
21.03,1.891071
21.04,1.891072
21.05,1.891075
21.06,1.891077
21.07,1.891078
21.08,1.891081
21.09,1.891082
21.1,1.891085
21.11,1.891086
21.12,1.891089
21.13,1.89109
21.14,1.891093
21.15,1.891094
21.16,1.891097
21.17,1.891098
21.18,1.891101
21.19,1.891103
21.2,1.891105
21.21,1.891107
21.22,1.891109
21.23,1.891111
21.24,1.891112
21.25,1.891115
21.26,1.891116
21.27,1.891119
21.28,1.89112
21.29,1.891123
21.3,1.891124
21.31,1.891126
21.32,1.891129
21.33,1.89113
21.34,1.891132
21.35,1.891134
21.36,1.891136
21.37,1.891138
21.38,1.89114
21.39,1.891142
21.4,1.891143
21.41,1.891146
21.42,1.891147
21.43,1.89115
21.44,1.891152
21.45,1.891153
21.46,1.891156
21.47,1.891157
21.48,1.891159
21.49,1.891161
21.5,1.891163
21.51,1.891165
21.52,1.891166
21.53,1.891168
21.54,1.891171
21.55,1.891172
21.56,1.891174
21.57,1.891176
21.58,1.891178
21.59,1.89118
21.6,1.891182
21.61,1.891183
21.62,1.891186
21.63,1.891188
21.64,1.891189
21.65,1.891191
21.66,1.891193
21.67,1.891194
21.68,1.891197
21.69,1.891199
21.7,1.8912
21.71,1.891202
21.72,1.891204
21.73,1.891205
21.74,1.891208
21.75,1.89121
21.76,1.891211
21.77,1.891213
21.78,1.891215
21.79,1.891216
21.8,1.891218
21.81,1.89122
21.82,1.891222
21.83,1.891224
21.84,1.891226
21.85,1.891228
21.86,1.891229
21.87,1.891231
21.88,1.891233
21.89,1.891235
21.9,1.891236
21.91,1.891238
21.92,1.89124
21.93,1.891242
21.94,1.891243
21.95,1.891245
21.96,1.891247
21.97,1.891249
21.98,1.89125
21.99,1.891252
22,1.891254
22.01,1.891256
22.02,1.891257
22.03,1.891259
22.04,1.891261
22.05,1.891263
22.06,1.891265
22.07,1.891266
22.08,1.891268
22.09,1.89127
22.1,1.891272
22.11,1.891273
22.12,1.891275
22.13,1.891277
22.14,1.891279
22.15,1.89128
22.16,1.891281
22.17,1.891283
22.18,1.891285
22.19,1.891287
22.2,1.891289
22.21,1.891291
22.22,1.891292
22.23,1.891293
22.24,1.891295
22.25,1.891297
22.26,1.891299
22.27,1.891301
22.28,1.891302
22.29,1.891303
22.3,1.891306
22.31,1.891307
22.32,1.891309
22.33,1.891311
22.34,1.891312
22.35,1.891313
22.36,1.891315
22.37,1.891317
22.38,1.891319
22.39,1.891321
22.4,1.891322
22.41,1.891324
22.42,1.891325
22.43,1.891327
22.44,1.891329
22.45,1.89133
22.46,1.891332
22.47,1.891334
22.48,1.891336
22.49,1.891337
22.5,1.891339
22.51,1.89134
22.52,1.891341
22.53,1.891343
22.54,1.891345
22.55,1.891346
22.56,1.891348
22.57,1.89135
22.58,1.891352
22.59,1.891353
22.6,1.891355
22.61,1.891357
22.62,1.891358
22.63,1.891359
22.64,1.891361
22.65,1.891362
22.66,1.891364
22.67,1.891366
22.68,1.891367
22.69,1.891369
22.7,1.891371
22.71,1.891372
22.72,1.891374
22.73,1.891376
22.74,1.891377
22.75,1.891379
22.76,1.89138
22.77,1.891382
22.78,1.891383
22.79,1.891385
22.8,1.891387
22.81,1.891388
22.82,1.89139
22.83,1.891391
22.84,1.891393
22.85,1.891394
22.86,1.891396
22.87,1.891398
22.88,1.891399
22.89,1.891401
22.9,1.891402
22.91,1.891404
22.92,1.891405
22.93,1.891407
22.94,1.891408
22.95,1.89141
22.96,1.891411
22.97,1.891413
22.98,1.891414
22.99,1.891416
23,1.891417
23.01,1.891419
23.02,1.89142
23.03,1.891422
23.04,1.891423
23.05,1.891425
23.06,1.891426
23.07,1.891428
23.08,1.891429
23.09,1.891431
23.1,1.891432
23.11,1.891434
23.12,1.891435
23.13,1.891436
23.14,1.891438
23.15,1.891439
23.16,1.891441
23.17,1.891442
23.18,1.891444
23.19,1.891445
23.2,1.891447
23.21,1.891449
23.22,1.89145
23.23,1.891451
23.24,1.891453
23.25,1.891454
23.26,1.891456
23.27,1.891457
23.28,1.891458
23.29,1.89146
23.3,1.891461
23.31,1.891463
23.32,1.891465
23.33,1.891466
23.34,1.891468
23.35,1.891469
23.36,1.89147
23.37,1.891472
23.38,1.891473
23.39,1.891474
23.4,1.891476
23.41,1.891478
23.42,1.891479
23.43,1.89148
23.44,1.891482
23.45,1.891483
23.46,1.891484
23.47,1.891486
23.48,1.891487
23.49,1.891489
23.5,1.89149
23.51,1.891492
23.52,1.891493
23.53,1.891494
23.54,1.891495
23.55,1.891497
23.56,1.891499
23.57,1.8915
23.58,1.891501
23.59,1.891503
23.6,1.891504
23.61,1.891505
23.62,1.891506
23.63,1.891509
23.64,1.89151
23.65,1.891511
23.66,1.891512
23.67,1.891513
23.68,1.891515
23.69,1.891517
23.7,1.891518
23.71,1.891519
23.72,1.891521
23.73,1.891522
23.74,1.891524
23.75,1.891525
23.76,1.891526
23.77,1.891527
23.78,1.891528
23.79,1.891531
23.8,1.891532
23.81,1.891533
23.82,1.891534
23.83,1.891535
23.84,1.891537
23.85,1.891539
23.86,1.89154
23.87,1.891541
23.88,1.891542
23.89,1.891544
23.9,1.891545
23.91,1.891546
23.92,1.891547
23.93,1.891549
23.94,1.89155
23.95,1.891552
23.96,1.891553
23.97,1.891554
23.98,1.891556
23.99,1.891557
24,1.891558
24.01,1.891559
24.02,1.891561
24.03,1.891562
24.04,1.891563
24.05,1.891564
24.06,1.891566
24.07,1.891568
24.08,1.891569
24.09,1.89157
24.1,1.891572
24.11,1.891573
24.12,1.891574
24.13,1.891575
24.14,1.891577
24.15,1.891578
24.16,1.891579
24.17,1.891581
24.18,1.891582
24.19,1.891583
24.2,1.891584
24.21,1.891586
24.22,1.891587
24.23,1.891588
24.24,1.89159
24.25,1.891591
24.26,1.891592
24.27,1.891593
24.28,1.891595
24.29,1.891596
24.3,1.891597
24.31,1.891598
24.32,1.891599
24.33,1.8916
24.34,1.891601
24.35,1.891603
24.36,1.891604
24.37,1.891605
24.38,1.891607
24.39,1.891608
24.4,1.891609
24.41,1.891611
24.42,1.891612
24.43,1.891613
24.44,1.891615
24.45,1.891616
24.46,1.891616
24.47,1.891618
24.48,1.891619
24.49,1.89162
24.5,1.891622
24.51,1.891623
24.52,1.891624
24.53,1.891626
24.54,1.891627
24.55,1.891627
24.56,1.891629
24.57,1.89163
24.58,1.891631
24.59,1.891633
24.6,1.891634
24.61,1.891636
24.62,1.891636
24.63,1.891637
24.64,1.891639
24.65,1.89164
24.66,1.891641
24.67,1.891643
24.68,1.891643
24.69,1.891644
24.7,1.891646
24.71,1.891647
24.72,1.891649
24.73,1.891649
24.74,1.89165
24.75,1.891652
24.76,1.891653
24.77,1.891654
24.78,1.891656
24.79,1.891656
24.8,1.891658
24.81,1.891659
24.82,1.89166
24.83,1.891661
24.84,1.891662
24.85,1.891664
24.86,1.891665
24.87,1.891665
24.88,1.891667
24.89,1.891668
24.9,1.89167
24.91,1.891671
24.92,1.891671
24.93,1.891673
24.94,1.891674
24.95,1.891676
24.96,1.891676
24.97,1.891678
24.98,1.891679
24.99,1.891679
25,1.891681
