mach,cd
15.58,1.890895
15.59,1.890898
15.6,1.890902
15.61,1.890905
15.62,1.890908
15.63,1.890912
15.64,1.890915
15.65,1.890918
15.66,1.890921
15.67,1.890925
15.68,1.890928
15.69,1.890931
15.7,1.890935
15.71,1.890938
15.72,1.890941
15.73,1.890945
15.74,1.890948
15.75,1.890951
15.76,1.890955
15.77,1.890958
15.78,1.890962
15.79,1.890964
15.8,1.890968
15.81,1.890971
15.82,1.890975
15.83,1.890977
15.84,1.890981
15.85,1.890984
15.86,1.890987
15.87,1.89099
15.88,1.890994
15.89,1.890996
15.9,1.891
15.91,1.891003
15.92,1.891006
15.93,1.891009
15.94,1.891012
15.95,1.891015
15.96,1.891019
15.97,1.891021
15.98,1.891025
15.99,1.891028
16,1.891032
16.01,1.891034
16.02,1.891037
16.03,1.891041
16.04,1.891044
16.05,1.891046
16.06,1.891049
16.07,1.891053
16.08,1.891056
16.09,1.891059
16.1,1.891061
16.11,1.891064
16.12,1.891068
16.13,1.891071
16.14,1.891074
16.15,1.891077
16.16,1.89108
16.17,1.891083
16.18,1.891086
16.19,1.891089
16.2,1.891092
16.21,1.891095
16.22,1.891098
16.23,1.891101
16.24,1.891104
16.25,1.891107
16.26,1.891109
16.27,1.891112
16.28,1.891115
16.29,1.891118
16.3,1.891121
16.31,1.891124
16.32,1.891127
16.33,1.891129
16.34,1.891132
16.35,1.891136
16.36,1.891138
16.37,1.891141
16.38,1.891144
16.39,1.891146
16.4,1.891149
16.41,1.891153
16.42,1.891155
16.43,1.891158
16.44,1.89116
16.45,1.891164
16.46,1.891167
16.47,1.891169
16.48,1.891173
16.49,1.891175
16.5,1.891177
16.51,1.89118
16.52,1.891183
16.53,1.891186
16.54,1.891189
16.55,1.891192
16.56,1.891194
16.57,1.891197
16.58,1.891199
16.59,1.891203
16.6,1.891205
16.61,1.891207
16.62,1.891211
16.63,1.891213
16.64,1.891216
16.65,1.891218
16.66,1.891222
16.67,1.891224
16.68,1.891227
16.69,1.891229
16.7,1.891232
16.71,1.891234
16.72,1.891237
16.73,1.89124
16.74,1.891243
16.75,1.891246
16.76,1.891248
16.77,1.891251
16.78,1.891254
16.79,1.891256
16.8,1.891259
16.81,1.891261
16.82,1.891263
16.83,1.891266
16.84,1.891269
16.85,1.891271
16.86,1.891274
16.87,1.891277
16.88,1.891279
16.89,1.891281
16.9,1.891284
16.91,1.891287
16.92,1.891289
16.93,1.891291
16.94,1.891294
16.95,1.891297
16.96,1.8913
16.97,1.891301
16.98,1.891304
16.99,1.891307
17,1.89131
17.01,1.891312
17.02,1.891315
17.03,1.891317
17.04,1.891319
17.05,1.891322
17.06,1.891324
17.07,1.891327
17.08,1.891329
17.09,1.891332
17.1,1.891334
17.11,1.891337
17.12,1.891339
17.13,1.891342
17.14,1.891344
17.15,1.891346
17.16,1.891349
17.17,1.891351
17.18,1.891354
17.19,1.891356
17.2,1.891359
17.21,1.891361
17.22,1.891363
17.23,1.891365
17.24,1.891368
17.25,1.89137
17.26,1.891373
17.27,1.891376
17.28,1.891378
17.29,1.89138
17.3,1.891382
17.31,1.891384
17.32,1.891387
17.33,1.89139
17.34,1.891392
17.35,1.891394
17.36,1.891396
17.37,1.891398
17.38,1.891401
17.39,1.891403
17.4,1.891405
17.41,1.891408
17.42,1.891411
17.43,1.891413
17.44,1.891415
17.45,1.891417
17.46,1.891419
17.47,1.891422
17.48,1.891424
17.49,1.891427
17.5,1.891428
17.51,1.89143
17.52,1.891433
17.53,1.891435
17.54,1.891437
17.55,1.89144
17.56,1.891442
17.57,1.891445
17.58,1.891446
17.59,1.891448
17.6,1.891451
17.61,1.891453
17.62,1.891455
17.63,1.891457
17.64,1.891459
17.65,1.891462
17.66,1.891464
17.67,1.891466
17.68,1.891468
17.69,1.89147
17.7,1.891472
17.71,1.891475
17.72,1.891476
17.73,1.891479
17.74,1.891482
17.75,1.891483
17.76,1.891486
17.77,1.891487
17.78,1.89149
17.79,1.891492
17.8,1.891494
17.81,1.891497
17.82,1.891498
17.83,1.891501
17.84,1.891502
17.85,1.891505
17.86,1.891507
17.87,1.891509
17.88,1.891511
17.89,1.891513
17.9,1.891515
17.91,1.891517
17.92,1.89152
17.93,1.891521
17.94,1.891523
17.95,1.891526
17.96,1.891528
17.97,1.891529
17.98,1.891532
17.99,1.891534
18,1.891536
18.01,1.891537
18.02,1.89154
18.03,1.891542
18.04,1.891544
18.05,1.891546
18.06,1.891548
18.07,1.89155
18.08,1.891552
18.09,1.891554
18.1,1.891556
18.11,1.891558
18.12,1.89156
18.13,1.891562
18.14,1.891564
18.15,1.891566
18.16,1.891568
18.17,1.89157
18.18,1.891572
18.19,1.891573
18.2,1.891576
18.21,1.891578
18.22,1.89158
18.23,1.891582
18.24,1.891584
18.25,1.891586
18.26,1.891588
18.27,1.89159
18.28,1.891591
18.29,1.891593
18.3,1.891595
18.31,1.891597
18.32,1.891599
18.33,1.891601
18.34,1.891603
18.35,1.891605
18.36,1.891607
18.37,1.891609
18.38,1.89161
18.39,1.891612
18.4,1.891614
18.41,1.891616
18.42,1.891619
18.43,1.891621
18.44,1.891622
18.45,1.891624
18.46,1.891626
18.47,1.891628
18.48,1.891629
18.49,1.891631
18.5,1.891633
18.51,1.891636
18.52,1.891637
18.53,1.891639
18.54,1.89164
18.55,1.891642
18.56,1.891645
18.57,1.891646
18.58,1.891648
18.59,1.89165
18.6,1.891651
18.61,1.891654
18.62,1.891655
18.63,1.891657
18.64,1.891659
18.65,1.891661
18.66,1.891663
18.67,1.891664
18.68,1.891666
18.69,1.891668
18.7,1.89167
18.71,1.891671
18.72,1.891673
18.73,1.891675
18.74,1.891677
18.75,1.891678
18.76,1.891681
18.77,1.891682
18.78,1.891684
18.79,1.891686
18.8,1.891687
18.81,1.89169
18.82,1.891691
18.83,1.891692
18.84,1.891695
18.85,1.891696
18.86,1.891697
18.87,1.8917
18.88,1.891701
18.89,1.891703
18.9,1.891705
18.91,1.891707
18.92,1.891708
18.93,1.891709
18.94,1.891712
18.95,1.891713
18.96,1.891715
18.97,1.891716
18.98,1.891719
18.99,1.89172
19,1.891722
19.01,1.891723
19.02,1.891725
19.03,1.891727
19.04,1.891729
19.05,1.89173
19.06,1.891732
19.07,1.891733
19.08,1.891735
19.09,1.891736
19.1,1.891738
19.11,1.891741
19.12,1.891742
19.13,1.891744
19.14,1.891745
19.15,1.891747
19.16,1.891749
19.17,1.89175
19.18,1.891752
19.19,1.891753
19.2,1.891755
19.21,1.891757
19.22,1.891758
19.23,1.89176
19.24,1.891762
19.25,1.891763
19.26,1.891765
19.27,1.891767
19.28,1.891768
19.29,1.89177
19.3,1.891772
19.31,1.891772
19.32,1.891774
19.33,1.891776
19.34,1.891777
19.35,1.891779
19.36,1.891781
19.37,1.891783
19.38,1.891783
19.39,1.891785
19.4,1.891787
19.41,1.891789
19.42,1.89179
19.43,1.891792
19.44,1.891794
19.45,1.891795
19.46,1.891796
19.47,1.891798
19.48,1.891799
19.49,1.891801
19.5,1.891803
19.51,1.891804
19.52,1.891805
19.53,1.891807
19.54,1.891809
19.55,1.89181
19.56,1.891812
19.57,1.891813
19.58,1.891814
19.59,1.891816
19.6,1.891818
19.61,1.891819
19.62,1.891821
19.63,1.891823
19.64,1.891823
19.65,1.891825
19.66,1.891826
19.67,1.891828
19.68,1.89183
19.69,1.891831
19.7,1.891833
19.71,1.891834
19.72,1.891836
19.73,1.891837
19.74,1.891839
19.75,1.89184
19.76,1.891842
19.77,1.891843
19.78,1.891845
19.79,1.891846
19.8,1.891848
19.81,1.891849
19.82,1.891851
19.83,1.891852
19.84,1.891854
19.85,1.891855
19.86,1.891856
19.87,1.891858
19.88,1.891859
19.89,1.891861
19.9,1.891862
19.91,1.891864
19.92,1.891865
19.93,1.891866
19.94,1.891868
19.95,1.891869
19.96,1.89187
19.97,1.891872
19.98,1.891873
19.99,1.891874
20,1.891876
20.01,1.891877
20.02,1.891879
20.03,1.891881
20.04,1.891882
20.05,1.891883
20.06,1.891884
20.07,1.891886
20.08,1.891887
20.09,1.891888
20.1,1.89189
20.11,1.891892
20.12,1.891893
20.13,1.891894
20.14,1.891895
20.15,1.891896
20.16,1.891899
20.17,1.8919
20.18,1.891901
20.19,1.891902
20.2,1.891903
20.21,1.891905
20.22,1.891907
20.23,1.891908
20.24,1.891909
20.25,1.89191
20.26,1.891912
20.27,1.891913
20.28,1.891914
20.29,1.891915
20.3,1.891917
20.31,1.891918
20.32,1.89192
20.33,1.891921
20.34,1.891923
20.35,1.891924
20.36,1.891925
20.37,1.891927
20.38,1.891928
20.39,1.891929
20.4,1.891931
20.41,1.891932
20.42,1.891933
20.43,1.891934
20.44,1.891936
20.45,1.891937
20.46,1.891938
20.47,1.89194
20.48,1.891941
20.49,1.891942
20.5,1.891943
20.51,1.891944
20.52,1.891946
20.53,1.891947
20.54,1.891948
20.55,1.89195
20.56,1.891951
20.57,1.891952
20.58,1.891954
20.59,1.891955
20.6,1.891956
20.61,1.891957
20.62,1.891958
20.63,1.89196
20.64,1.891961
20.65,1.891962
20.66,1.891964
20.67,1.891965
20.68,1.891966
20.69,1.891968
20.7,1.891969
20.71,1.891969
20.72,1.891971
20.73,1.891972
20.74,1.891974
20.75,1.891974
20.76,1.891976
20.77,1.891977
20.78,1.891979
20.79,1.89198
20.8,1.891981
20.81,1.891982
20.82,1.891984
20.83,1.891984
20.84,1.891986
20.85,1.891987
20.86,1.891988
20.87,1.891989
20.88,1.891991
20.89,1.891991
20.9,1.891993
20.91,1.891995
20.92,1.891995
20.93,1.891997
20.94,1.891998
20.95,1.891999
20.96,1.892
20.97,1.892001
20.98,1.892003
20.99,1.892004
21,1.892005
21.01,1.892006
21.02,1.892008
21.03,1.892009
21.04,1.892009
21.05,1.892011
21.06,1.892012
21.07,1.892013
21.08,1.892015
21.09,1.892015
21.1,1.892017
21.11,1.892018
21.12,1.892019
21.13,1.89202
21.14,1.892021
21.15,1.892022
21.16,1.892024
21.17,1.892024
21.18,1.892026
21.19,1.892027
21.2,1.892029
21.21,1.892029
21.22,1.892031
21.23,1.892032
21.24,1.892032
21.25,1.892034
21.26,1.892035
21.27,1.892036
21.28,1.892037
21.29,1.892039
21.3,1.89204
21.31,1.89204
21.32,1.892042
21.33,1.892043
21.34,1.892044
21.35,1.892045
21.36,1.892046
21.37,1.892048
21.38,1.892049
21.39,1.892049
21.4,1.89205
21.41,1.892052
21.42,1.892053
21.43,1.892054
21.44,1.892055
21.45,1.892056
21.46,1.892058
21.47,1.892059
21.48,1.892059
21.49,1.89206
21.5,1.892062
21.51,1.892063
21.52,1.892064
21.53,1.892064
21.54,1.892066
21.55,1.892067
21.56,1.892068
21.57,1.892069
21.58,1.892071
21.59,1.892071
21.6,1.892072
21.61,1.892073
21.62,1.892075
21.63,1.892076
21.64,1.892077
21.65,1.892078
21.66,1.892078
21.67,1.892079
21.68,1.892081
21.69,1.892082
21.7,1.892083
21.71,1.892084
21.72,1.892085
21.73,1.892086
21.74,1.892088
21.75,1.892088
21.76,1.892089
21.77,1.89209
21.78,1.892091
21.79,1.892092
21.8,1.892093
21.81,1.892094
21.82,1.892095
21.83,1.892097
21.84,1.892098
21.85,1.892099
21.86,1.8921
21.87,1.892101
21.88,1.892102
21.89,1.892103
21.9,1.892104
21.91,1.892105
21.92,1.892106
21.93,1.892107
21.94,1.892108
21.95,1.892109
21.96,1.89211
21.97,1.892111
21.98,1.892112
21.99,1.892113
22,1.892114
22.01,1.892115
22.02,1.892116
22.03,1.892117
22.04,1.892118
22.05,1.892119
22.06,1.89212
22.07,1.892121
22.08,1.892122
22.09,1.892123
22.1,1.892124
22.11,1.892125
22.12,1.892126
22.13,1.892127
22.14,1.892128
22.15,1.892128
22.16,1.892129
22.17,1.89213
22.18,1.892131
22.19,1.892132
22.2,1.892133
22.21,1.892135
22.22,1.892136
22.23,1.892136
22.24,1.892137
22.25,1.892138
22.26,1.892139
22.27,1.89214
22.28,1.892141
22.29,1.892141
22.3,1.892143
22.31,1.892144
22.32,1.892145
22.33,1.892146
22.34,1.892147
22.35,1.892147
22.36,1.892148
22.37,1.892149
22.38,1.892151
22.39,1.892152
22.4,1.892152
22.41,1.892153
22.42,1.892154
22.43,1.892155
22.44,1.892157
22.45,1.892157
22.46,1.892158
22.47,1.892159
22.48,1.89216
22.49,1.89216
22.5,1.892162
22.51,1.892163
22.52,1.892163
22.53,1.892164
22.54,1.892165
22.55,1.892166
22.56,1.892167
22.57,1.892168
22.58,1.892169
22.59,1.892169
22.6,1.892171
22.61,1.892172
22.62,1.892172
22.63,1.892173
22.64,1.892175
22.65,1.892175
22.66,1.892176
22.67,1.892177
22.68,1.892178
22.69,1.892179
22.7,1.89218
22.71,1.89218
22.72,1.892182
22.73,1.892183
22.74,1.892183
22.75,1.892184
22.76,1.892185
22.77,1.892186
22.78,1.892186
22.79,1.892188
22.8,1.892189
22.81,1.892189
22.82,1.89219
22.83,1.892191
22.84,1.892192
22.85,1.892192
22.86,1.892194
22.87,1.892195
22.88,1.892195
22.89,1.892197
22.9,1.892197
22.91,1.892198
22.92,1.892199
22.93,1.8922
22.94,1.8922
22.95,1.892202
22.96,1.892202
22.97,1.892203
22.98,1.892204
22.99,1.892205
23,1.892205
23.01,1.892207
23.02,1.892207
23.03,1.892209
23.04,1.892209
23.05,1.89221
23.06,1.892211
23.07,1.892212
23.08,1.892212
23.09,1.892214
23.1,1.892214
23.11,1.892216
23.12,1.892216
23.13,1.892216
23.14,1.892218
23.15,1.892218
23.16,1.89222
23.17,1.89222
23.18,1.892221
23.19,1.892222
23.2,1.892222
23.21,1.892224
23.22,1.892224
23.23,1.892225
23.24,1.892226
23.25,1.892226
23.26,1.892228
23.27,1.892228
23.28,1.892229
23.29,1.89223
23.3,1.892231
23.31,1.892232
23.32,1.892233
23.33,1.892233
23.34,1.892234
23.35,1.892235
23.36,1.892235
23.37,1.892237
23.38,1.892237
23.39,1.892238
23.4,1.892239
23.41,1.89224
23.42,1.89224
23.43,1.892241
23.44,1.892242
23.45,1.892243
23.46,1.892243
23.47,1.892245
23.48,1.892245
23.49,1.892246
23.5,1.892246
23.51,1.892248
23.52,1.892248
23.53,1.892249
23.54,1.892249
23.55,1.892251
23.56,1.892251
23.57,1.892252
23.58,1.892252
23.59,1.892254
23.6,1.892255
23.61,1.892255
23.62,1.892256
23.63,1.892257
23.64,1.892258
23.65,1.892258
23.66,1.892259
23.67,1.892259
23.68,1.892261
23.69,1.892262
23.7,1.892262
23.71,1.892263
23.72,1.892264
23.73,1.892265
23.74,1.892265
23.75,1.892266
23.76,1.892267
23.77,1.892267
23.78,1.892268
23.79,1.892269
23.8,1.89227
23.81,1.892271
23.82,1.892271
23.83,1.892272
23.84,1.892272
23.85,1.892274
23.86,1.892275
23.87,1.892275
23.88,1.892276
23.89,1.892276
23.9,1.892277
23.91,1.892278
23.92,1.892278
23.93,1.89228
23.94,1.89228
23.95,1.892281
23.96,1.892282
23.97,1.892283
23.98,1.892283
23.99,1.892284
24,1.892284
24.01,1.892285
24.02,1.892286
24.03,1.892286
24.04,1.892287
24.05,1.892288
24.06,1.892288
24.07,1.89229
24.08,1.892291
24.09,1.892291
24.1,1.892292
24.11,1.892293
24.12,1.892294
24.13,1.892294
24.14,1.892295
24.15,1.892296
24.16,1.892296
24.17,1.892297
24.18,1.892298
24.19,1.892298
24.2,1.892299
24.21,1.8923
24.22,1.892301
24.23,1.892301
24.24,1.892302
24.25,1.892303
24.26,1.892303
24.27,1.892304
24.28,1.892305
24.29,1.892306
24.3,1.892306
24.31,1.892306
24.32,1.892307
24.33,1.892308
24.34,1.892308
24.35,1.892309
24.36,1.89231
24.37,1.892311
24.38,1.892311
24.39,1.892312
24.4,1.892313
24.41,1.892314
24.42,1.892314
24.43,1.892315
24.44,1.892316
24.45,1.892317
24.46,1.892316
24.47,1.892317
24.48,1.892318
24.49,1.892319
24.5,1.89232
24.51,1.89232
24.52,1.892321
24.53,1.892322
24.54,1.892323
24.55,1.892323
24.56,1.892323
24.57,1.892324
24.58,1.892325
24.59,1.892326
24.6,1.892327
24.61,1.892327
24.62,1.892327
24.63,1.892328
24.64,1.892329
24.65,1.89233
24.66,1.89233
24.67,1.892331
24.68,1.892331
24.69,1.892332
24.7,1.892333
24.71,1.892334
24.72,1.892334
24.73,1.892334
24.74,1.892335
24.75,1.892336
24.76,1.892337
24.77,1.892338
24.78,1.892339
24.79,1.892338
24.8,1.892339
24.81,1.89234
24.82,1.892341
24.83,1.892341
24.84,1.892342
24.85,1.892343
24.86,1.892343
24.87,1.892343
24.88,1.892344
24.89,1.892345
24.9,1.892346
24.91,1.892347
24.92,1.892347
24.93,1.892348
24.94,1.892349
24.95,1.892349
24.96,1.892349
24.97,1.89235
24.98,1.892351
24.99,1.892351
25,1.892352
